LTL Formula,Trace,Type,AST
(a U b) | G(a),"[a = TRUE, b = FALSE];[a = FALSE, b = FALSE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE];...",Negative,"LOr(Until(AtomicProposition(""a""), AtomicProposition(""b"")),Always(AtomicProposition(""a"")))"
G(x2 -> x1),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Always(LImplies(AtomicProposition(""x2""),AtomicProposition(""x1"")))"
G(x2 -> x1),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x2""),AtomicProposition(""x1"")))"
G(x1 <-> x2),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];...",Positive,"Always(LEquiv(AtomicProposition(""x1""),AtomicProposition(""x2"")))"
G(x1 <-> x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];...",Negative,"Always(LEquiv(AtomicProposition(""x1""),AtomicProposition(""x2"")))"
G(a -> (c U b)),"[a = TRUE, b = TRUE, c = FALSE];[a = FALSE, b = FALSE, c = FALSE];[a = TRUE, b = TRUE, c = FALSE];...",Positive,"Always(LImplies(AtomicProposition(""a""),Until(AtomicProposition(""c""), AtomicProposition(""b""))))"
G(a -> (c U b)),"[a = TRUE, b = TRUE, c = FALSE];[a = TRUE, b = FALSE, c = FALSE];[a = FALSE, b = FALSE, c = TRUE];[a = FALSE, b = FALSE, c = TRUE];...",Negative,"Always(LImplies(AtomicProposition(""a""),Until(AtomicProposition(""c""), AtomicProposition(""b""))))"
G(x1 -> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
G(x1 -> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
G(!(a & b)) & G(a | b),"[a = TRUE, b = FALSE];[a = TRUE, b = FALSE];...",Positive,"LAnd(Always(Not(LAnd(AtomicProposition(""a""),AtomicProposition(""b"")))),Always(LOr(AtomicProposition(""a""),AtomicProposition(""b""))))"
G(!(a & b)) & G(a | b),"[a = TRUE, b = TRUE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE];...",Negative,"LAnd(Always(Not(LAnd(AtomicProposition(""a""),AtomicProposition(""b"")))),Always(LOr(AtomicProposition(""a""),AtomicProposition(""b""))))"
(!a) U b,"[a = TRUE, b = TRUE];[a = TRUE, b = FALSE];[a = TRUE, b = TRUE];...",Positive,"Until(Not(AtomicProposition(""a"")), AtomicProposition(""b""))"
(!a) U b,"[a = TRUE, b = FALSE];[a = TRUE, b = FALSE];...",Negative,"Until(Not(AtomicProposition(""a"")), AtomicProposition(""b""))"
(a U b) | G(a),"[a = TRUE, b = TRUE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE];...",Positive,"LOr(Until(AtomicProposition(""a""), AtomicProposition(""b"")),Always(AtomicProposition(""a"")))"
(a U b) | G(a),"[a = TRUE, b = FALSE];[a = FALSE, b = FALSE];[a = TRUE, b = FALSE];[a = TRUE, b = FALSE];...",Negative,"LOr(Until(AtomicProposition(""a""), AtomicProposition(""b"")),Always(AtomicProposition(""a"")))"
!p U (p U (!p U (p U G(!p)))),[p = TRUE];[p = FALSE];[p = FALSE];...,Positive,"Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Always(Not(AtomicProposition(""p"")))))))"
!p U (p U (!p U (p U G(!p)))),[p = TRUE];[p = TRUE];...,Negative,"Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Until(Not(AtomicProposition(""p"")), Until(AtomicProposition(""p""), Always(Not(AtomicProposition(""p"")))))))"
G!(x1 & x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
G!(x1 & x2),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
G!(x1 & x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
G!(x1 & x2),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
G!(x1 & (x2 | x3 | x4)),"[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Positive,"Always(Not(LAnd(AtomicProposition(""x1""),LOr(LOr(AtomicProposition(""x2""),AtomicProposition(""x3"")),AtomicProposition(""x4"")))))"
G!(x1 & (x2 | x3 | x4)),"[x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Negative,"Always(Not(LAnd(AtomicProposition(""x1""),LOr(LOr(AtomicProposition(""x2""),AtomicProposition(""x3"")),AtomicProposition(""x4"")))))"
G!(x1 & (x2 | x1)),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Always(Not(LAnd(AtomicProposition(""x1""),LOr(AtomicProposition(""x2""),AtomicProposition(""x1"")))))"
G!(x1 & (x2 | x1)),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(Not(LAnd(AtomicProposition(""x1""),LOr(AtomicProposition(""x2""),AtomicProposition(""x1"")))))"
G!(x1 & x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
G!(x1 & x2),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
G!(x1 & x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
G!(x1 & x2),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(Not(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))))"
x1 -> X(x2 U (x3 & x4)),"[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Positive,"LImplies(AtomicProposition(""x1""),Next(Until(AtomicProposition(""x2""), LAnd(AtomicProposition(""x3""),AtomicProposition(""x4"")))))"
x1 -> X(x2 U (x3 & x4)),"[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Negative,"LImplies(AtomicProposition(""x1""),Next(Until(AtomicProposition(""x2""), LAnd(AtomicProposition(""x3""),AtomicProposition(""x4"")))))"
F(x1 -> F(!x1)),[x1 = TRUE];[x1 = FALSE];...,Positive,"Eventually(LImplies(AtomicProposition(""x1""),Eventually(Not(AtomicProposition(""x1"")))))"
F(x1 -> F(!x1)),[x1 = TRUE];[x1 = TRUE];...,Negative,"Eventually(LImplies(AtomicProposition(""x1""),Eventually(Not(AtomicProposition(""x1"")))))"
(r U b) & G(r),"[b = TRUE, r = TRUE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Positive,"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))"
(r U b) & G(r),"[b = TRUE, r = FALSE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Negative,"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))"
r & !X(b),"[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Positive,"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))"
r & !X(b),"[b = FALSE, r = FALSE];[b = FALSE, r = FALSE];...",Negative,"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))"
G(r -> X(!r & X(r))),[r = TRUE];[r = FALSE];...,Positive,"Always(LImplies(AtomicProposition(""r""),Next(LAnd(Not(AtomicProposition(""r"")),Next(AtomicProposition(""r""))))))"
G(r -> X(!r & X(r))),[r = TRUE];[r = FALSE];[r = FALSE];...,Negative,"Always(LImplies(AtomicProposition(""r""),Next(LAnd(Not(AtomicProposition(""r"")),Next(AtomicProposition(""r""))))))"
(r U b) & G(r),"[b = TRUE, r = TRUE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Positive,"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))"
(r U b) & G(r),"[b = TRUE, r = FALSE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Negative,"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))"
r & !X(b),"[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Positive,"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))"
r & !X(b),"[b = FALSE, r = FALSE];[b = FALSE, r = FALSE];...",Negative,"LAnd(AtomicProposition(""r""),Not(Next(AtomicProposition(""b""))))"
G(!r),[r = FALSE];[r = FALSE];...,Positive,"Always(Not(AtomicProposition(""r"")))"
G(!r),[r = TRUE];[r = FALSE];[r = FALSE];...,Negative,"Always(Not(AtomicProposition(""r"")))"
G(x1 -> X(!x1) & X(X(x1))),[x1 = TRUE];[x1 = FALSE];...,Positive,"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))"
G(x1 -> X(!x1) & X(X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))"
(!x1) U (x1 & X(G(!x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Next(Always(Not(AtomicProposition(""x1""))))))"
(!x1) U (x1 & X(G(!x1))),[x1 = TRUE];[x1 = TRUE];...,Negative,"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Next(Always(Not(AtomicProposition(""x1""))))))"
!F(x1 & X(x1) & X(X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"Not(Eventually(LAnd(LAnd(AtomicProposition(""x1""),Next(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))"
!F(x1 & X(x1) & X(X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];[x1 = TRUE];[x1 = FALSE];...,Negative,"Not(Eventually(LAnd(LAnd(AtomicProposition(""x1""),Next(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))"
G(x1-> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
G(x1-> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
(r U !r) & (G(!r -> G(!r))),[r = TRUE];[r = FALSE];[r = FALSE];...,Positive,"LAnd(Until(AtomicProposition(""r""), Not(AtomicProposition(""r""))),Always(LImplies(Not(AtomicProposition(""r"")),Always(Not(AtomicProposition(""r""))))))"
(r U !r) & (G(!r -> G(!r))),[r = TRUE];[r = FALSE];[r = TRUE];[r = FALSE];[r = FALSE];...,Negative,"LAnd(Until(AtomicProposition(""r""), Not(AtomicProposition(""r""))),Always(LImplies(Not(AtomicProposition(""r"")),Always(Not(AtomicProposition(""r""))))))"
G(F(r)),[r = FALSE];[r = TRUE];...,Positive,"Always(Eventually(AtomicProposition(""r"")))"
G(F(r)),[r = FALSE];[r = FALSE];...,Negative,"Always(Eventually(AtomicProposition(""r"")))"
x1 -> X(X(X(x1))),[x1 = FALSE];[x1 = FALSE];...,Positive,"LImplies(AtomicProposition(""x1""),Next(Next(Next(AtomicProposition(""x1"")))))"
x1 -> X(X(X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = FALSE];...,Negative,"LImplies(AtomicProposition(""x1""),Next(Next(Next(AtomicProposition(""x1"")))))"
X(X(F(X(r)))),[r = FALSE];[r = FALSE];[r = TRUE];[r = TRUE];[r = FALSE];...,Positive,"Next(Next(Eventually(Next(AtomicProposition(""r"")))))"
X(X(F(X(r)))),[r = FALSE];[r = FALSE];...,Negative,"Next(Next(Eventually(Next(AtomicProposition(""r"")))))"
F(r) -> G(b),"[b = TRUE, r = TRUE];[b = TRUE, r = FALSE];[b = TRUE, r = FALSE];...",Positive,"LImplies(Eventually(AtomicProposition(""r"")),Always(AtomicProposition(""b"")))"
F(r) -> G(b),"[b = TRUE, r = TRUE];[b = FALSE, r = FALSE];[b = TRUE, r = FALSE];[b = TRUE, r = FALSE];...",Negative,"LImplies(Eventually(AtomicProposition(""r"")),Always(AtomicProposition(""b"")))"
(r U b) & G(r),"[b = TRUE, r = TRUE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Positive,"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))"
(r U b) & G(r),"[b = TRUE, r = FALSE];[b = FALSE, r = TRUE];[b = FALSE, r = TRUE];...",Negative,"LAnd(Until(AtomicProposition(""r""), AtomicProposition(""b"")),Always(AtomicProposition(""r"")))"
G(r -> X(!r) & X(X(r))),[r = TRUE];[r = FALSE];...,Positive,"Always(LImplies(AtomicProposition(""r""),LAnd(Next(Not(AtomicProposition(""r""))),Next(Next(AtomicProposition(""r""))))))"
G(r -> X(!r) & X(X(r))),[r = TRUE];[r = FALSE];[r = FALSE];...,Negative,"Always(LImplies(AtomicProposition(""r""),LAnd(Next(Not(AtomicProposition(""r""))),Next(Next(AtomicProposition(""r""))))))"
G(r -> !X(g)),"[g = FALSE, r = TRUE];[g = FALSE, r = TRUE];...",Positive,"Always(LImplies(AtomicProposition(""r""),Not(Next(AtomicProposition(""g"")))))"
G(r -> !X(g)),"[g = FALSE, r = TRUE];[g = FALSE, r = TRUE];[g = TRUE, r = TRUE];[g = FALSE, r = FALSE];[g = TRUE, r = TRUE];...",Negative,"Always(LImplies(AtomicProposition(""r""),Not(Next(AtomicProposition(""g"")))))"
F(b & X(F(b))),[b = TRUE];[b = TRUE];[b = FALSE];...,Positive,"Eventually(LAnd(AtomicProposition(""b""),Next(Eventually(AtomicProposition(""b"")))))"
F(b & X(F(b))),[b = TRUE];[b = FALSE];[b = FALSE];...,Negative,"Eventually(LAnd(AtomicProposition(""b""),Next(Eventually(AtomicProposition(""b"")))))"
x1 & G(x1 -> X(!x1 & X(x1))),[x1 = TRUE];[x1 = FALSE];...,Positive,"LAnd(AtomicProposition(""x1""),Always(LImplies(AtomicProposition(""x1""),Next(LAnd(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1"")))))))"
x1 & G(x1 -> X(!x1 & X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"LAnd(AtomicProposition(""x1""),Always(LImplies(AtomicProposition(""x1""),Next(LAnd(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1"")))))))"
!x1 U (x1 & G(!X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Always(Not(Next(AtomicProposition(""x1""))))))"
!x1 U (x1 & G(!X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"Until(Not(AtomicProposition(""x1"")), LAnd(AtomicProposition(""x1""),Always(Not(Next(AtomicProposition(""x1""))))))"
G((!x1 | x2) -> X(!x3)),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE];...",Positive,"Always(LImplies(LOr(Not(AtomicProposition(""x1"")),AtomicProposition(""x2"")),Next(Not(AtomicProposition(""x3"")))))"
G((!x1 | x2) -> X(!x3)),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];...",Negative,"Always(LImplies(LOr(Not(AtomicProposition(""x1"")),AtomicProposition(""x2"")),Next(Not(AtomicProposition(""x3"")))))"
G(x1 -> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
G(x1 -> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
G(x1 -> X(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x2""))))"
G(x1 -> X(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x2""))))"
G(x1 -> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
G(x1 -> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
G(x1 & !x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))))"
G(x1 & !x2),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))))"
(x1 & !x2) -> X(x1),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"LImplies(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))),Next(AtomicProposition(""x1"")))"
(x1 & !x2) -> X(x1),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LImplies(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))),Next(AtomicProposition(""x1"")))"
(!x1 & x2) -> F(x3 ),"[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Positive,"LImplies(LAnd(Not(AtomicProposition(""x1"")),AtomicProposition(""x2"")),Eventually(AtomicProposition(""x3"")))"
(!x1 & x2) -> F(x3 ),"[x1 = FALSE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = FALSE];...",Negative,"LImplies(LAnd(Not(AtomicProposition(""x1"")),AtomicProposition(""x2"")),Eventually(AtomicProposition(""x3"")))"
x1 -> F(x2),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2"")))"
x1 -> F(x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2"")))"
x1 -> F(x2),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2"")))"
x1 -> F(x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2"")))"
x1 -> x2,"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"LImplies(AtomicProposition(""x1""),AtomicProposition(""x2""))"
x1 -> x2,"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LImplies(AtomicProposition(""x1""),AtomicProposition(""x2""))"
x1 -> (x2 U x3),"[x1 = FALSE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE];...",Positive,"LImplies(AtomicProposition(""x1""),Until(AtomicProposition(""x2""), AtomicProposition(""x3"")))"
x1 -> (x2 U x3),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE];...",Negative,"LImplies(AtomicProposition(""x1""),Until(AtomicProposition(""x2""), AtomicProposition(""x3"")))"
x1 -> (x2 U x3),"[x1 = FALSE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE];...",Positive,"LImplies(AtomicProposition(""x1""),Until(AtomicProposition(""x2""), AtomicProposition(""x3"")))"
x1 -> (x2 U x3),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE];...",Negative,"LImplies(AtomicProposition(""x1""),Until(AtomicProposition(""x2""), AtomicProposition(""x3"")))"
x1 -> (x2 U x3),"[x1 = FALSE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = FALSE];...",Positive,"LImplies(AtomicProposition(""x1""),Until(AtomicProposition(""x2""), AtomicProposition(""x3"")))"
x1 -> (x2 U x3),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE];...",Negative,"LImplies(AtomicProposition(""x1""),Until(AtomicProposition(""x2""), AtomicProposition(""x3"")))"
G (x1),[x1 = TRUE];[x1 = TRUE];...,Positive,"Always(AtomicProposition(""x1""))"
G (x1),[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Negative,"Always(AtomicProposition(""x1""))"
G (x1 -> G(F(x2))),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))"
G (x1 -> G(F(x2))),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))"
G (F(x1)),[x1 = FALSE];[x1 = TRUE];...,Positive,"Always(Eventually(AtomicProposition(""x1"")))"
G (F(x1)),[x1 = FALSE];[x1 = FALSE];...,Negative,"Always(Eventually(AtomicProposition(""x1"")))"
G (x1 -> G(F(x2))),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))"
G (x1 -> G(F(x2))),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))"
G(x1 -> G(!x2 U x3)),"[x1 = TRUE, x2 = TRUE, x3 = TRUE];[x1 = TRUE, x2 = TRUE, x3 = TRUE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Always(Until(Not(AtomicProposition(""x2"")), AtomicProposition(""x3"")))))"
G(x1 -> G(!x2 U x3)),"[x1 = TRUE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Always(Until(Not(AtomicProposition(""x2"")), AtomicProposition(""x3"")))))"
G (x1 -> G(F(x2))),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))"
G (x1 -> G(F(x2))),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))"
G (x1 -> x2),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),AtomicProposition(""x2"")))"
G (x1 -> x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),AtomicProposition(""x2"")))"
G(x1 -> G(F(x2))),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))"
G(x1 -> G(F(x2))),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Always(Eventually(AtomicProposition(""x2"")))))"
G ( !x2 -> !x1 ),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];...",Positive,"Always(LImplies(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x1""))))"
G ( !x2 -> !x1 ),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];...",Negative,"Always(LImplies(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x1""))))"
G(x1 & x2 & x3 -> (x1 U x4)),"[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Positive,"Always(LImplies(LAnd(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")),AtomicProposition(""x3"")),Until(AtomicProposition(""x1""), AtomicProposition(""x4""))))"
